Symbol	ID	Name	Synonyms	Chromosome	Category
IL1F6	27179	"interleukin 1 family, member 6 (epsilon)"	FIL1|FIL1(EPSILON)|FIL1E|IL-1F6|IL1(EPSILON)|MGC129552|MGC129553	2	Cytokines
IL1F7	27178	"interleukin 1 family, member 7 (zeta)"	FIL1|FIL1(ZETA)|FIL1Z|IL-1F7|IL-1H4|IL-1RP1|IL1H4|IL1RP1	2	Cytokines
IL1F8	27177	"interleukin 1 family, member 8 (eta)"	FIL1|FIL1-(ETA)|FIL1H|IL-1F8|IL-1H2|IL1-ETA|IL1H2|MGC126880|MGC126882	2	Cytokines
IL1F9	56300	"interleukin 1 family, member 9"	IL-1F9|IL-1H1|IL-1RP2|IL1E|IL1H1|IL1RP2	2	Cytokines
IL1RN	3557	interleukin 1 receptor antagonist	ICIL-1RA|IL-1ra3|IL1F3|IL1RA|IRAP|MGC10430	2	Cytokines
IL2	3558	interleukin 2	IL-2|TCGF|lymphokine	4	Cytokines
IL20	50604	interleukin 20	IL-20|IL10D|MGC96907|ZCYTO10	1	Cytokines
IL21	59067	interleukin 21	IL-21|Za11	4	Cytokines
IL22	50616	interleukin 22	IL-21|IL-22|IL-D110|IL-TIF|IL21|ILTIF|MGC79382|MGC79384|TIFIL-23|TIFa|zcyto18	12	Cytokines
IL23A	51561	"interleukin 23, alpha subunit p19"	IL-23|IL-23A|IL23P19|MGC79388|P19|SGRF	12	Cytokines
IL24	11009	interleukin 24	C49A|FISP|IL-24|IL10B|MDA7|Mob-5|ST16|mda-7	1	Cytokines
IL25	64806	interleukin 25	IL-17E|IL-25|IL17E	14	Cytokines
IL26	55801	interleukin 26	AK155|IL-26	12	Cytokines
IL27	246778	interleukin 27	IL-27|IL-27A|IL27p28|IL30|MGC71873|p28	16	Cytokines
IL28A	282616	"interleukin 28A (interferon, lambda 2)"	IFNL2|IL-28A	19	Cytokines
IL28B	282617	"interleukin 28B (interferon, lambda 3)"	IFNL3|IL-28B|IL28C	19	Cytokines
IL29	282618	"interleukin 29 (interferon, lambda 1)"	IFNL1|IL-29	19	Cytokines
IL3	3562	"interleukin 3 (colony-stimulating factor, multiple)"	IL-3|MCGF|MGC79398|MGC79399|MULTI-CSF	5	Cytokines
IL31	386653	interleukin 31	IL-31	12	Cytokines
IL32	9235	interleukin 32	IL-32alpha|IL-32beta|IL-32delta|IL-32gamma|NK4|TAIF|TAIFa|TAIFb|TAIFc|TAIFd	16	Cytokines
IL33	90865	interleukin 33	C9orf26|DKFZp586H0523|DVS27|NF-HEV|NFEHEV|RP11-575C20.2	9	Cytokines
IL34	146433	interleukin 34	C16orf77|IL-34|MGC34647	16	Cytokines
IL4	3565	interleukin 4	BCGF-1|BCGF1|BSF1|IL-4|MGC79402	5	Cytokines
IL5	3567	"interleukin 5 (colony-stimulating factor, eosinophil)"	EDF|IL-5|TRF	5	Cytokines
IL6	3569	"interleukin 6 (interferon, beta 2)"	BSF2|HGF|HSF|IFNB2|IL-6	7	Cytokines
IL6ST	3572	"interleukin 6 signal transducer (gp130, oncostatin M receptor)"	CD130|CDw130|GP130|GP130-RAPS|IL6R-beta	5	Cytokines
IL7	3574	interleukin 7	IL-7	8	Cytokines
IL8	3576	interleukin 8	CXCL8|GCP-1|GCP1|LECT|LUCT|LYNAP|MDNCF|MONAP|NAF|NAP-1|NAP1	4	Cytokines
IL9	3578	interleukin 9	HP40|IL-9|P40	5	Cytokines
INHA	3623	"inhibin, alpha"	-	2	Cytokines
INHBA	3624	"inhibin, beta A"	EDF|FRP	7	Cytokines
INHBB	3625	"inhibin, beta B"	MGC157939	2	Cytokines
INHBC	3626	"inhibin, beta C"	IHBC	12	Cytokines
INHBE	83729	"inhibin, beta E"	MGC4638	12	Cytokines
INS	3630	insulin	ILPR|IRDN	11	Cytokines
INS-IGF2	723961	INS-IGF2 readthrough transcript	-	11	Cytokines
INSL3	3640	insulin-like 3 (Leydig cell)	MGC119818|MGC119819|RLF|RLNL	19	Cytokines
INSL4	3641	insulin-like 4 (placenta)	EPIL|PLACENTIN	9	Cytokines
INSL5	10022	insulin-like 5	MGC126695|MGC126697|PRO182|UNQ156	1	Cytokines
INSL6	11172	insulin-like 6	RIF1	9	Cytokines
JAG1	182	jagged 1 (Alagille syndrome)	AGS|AHD|AWS|CD339|HJ1|JAGL1|MGC104644	20	Cytokines
JAG2	3714	jagged 2	HJ2|SER2	14	Cytokines
KGFLP1	387628	keratinocyte growth factor-like protein 1	MGC125746|MGC125747|MGC126891	9	Cytokines
KGFLP2	654466	keratinocyte growth factor-like protein 2	-	9	Cytokines
KITLG	4254	KIT ligand	DKFZp686F2250|KL-1|Kitl|MGF|SCF|SF|SHEP7	12	Cytokines
KL	9365	klotho	-	13	Cytokines
LACRT	90070	lacritin	MGC71934	12	Cytokines
LECT2	3950	leukocyte cell-derived chemotaxin 2	MGC126628|chm-II|chm2	5	Cytokines
LEFTY1	10637	left-right determination factor 1	LEFTB|LEFTYB	1	Cytokines
LEFTY2	7044	left-right determination factor 2	EBAF|LEFTA|LEFTYA|MGC46222|TGFB4	1	Cytokines
LEP	3952	leptin	FLJ94114|OB|OBS	7	Cytokines
LHB	3972	luteinizing hormone beta polypeptide	CGB4|LSH-B|hLHB	19	Cytokines
LIF	3976	leukemia inhibitory factor (cholinergic differentiation factor)	CDF|DIA|HILDA	22	Cytokines
LRSAM1	90678	leucine rich repeat and sterile alpha motif containing 1	FLJ31641|RIFLE|TAL	9	Cytokines
LTA	4049	"lymphotoxin alpha (TNF superfamily, member 1)"	LT|TNFB|TNFSF1	6	Cytokines
LTB	4050	"lymphotoxin beta (TNF superfamily, member 3)"	TNFC|TNFSF3|p33	6	Cytokines
LTBP1	4052	latent transforming growth factor beta binding protein 1	MGC163161	2	Cytokines
LTBP2	4053	latent transforming growth factor beta binding protein 2	C14orf141|LTBP3|MSTP031	14	Cytokines
LTBP3	4054	latent transforming growth factor beta binding protein 3	DKFZp586M2123|FLJ33431|FLJ39893|FLJ42533|FLJ44138|FLJ45576|LTBP-3|LTBP2|pp6425	11	Cytokines
LTBP4	8425	latent transforming growth factor beta binding protein 4	FLJ46318|FLJ90018|LTBP-4|LTBP-4L	19	Cytokines
MDK	4192	midkine (neurite growth-promoting factor 2)	FLJ27379|MK|NEGF2	11	Cytokines
MIA	8190	melanoma inhibitory activity	CD-RAP	19	Cytokines
MIF	4282	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	GIF|GLIF|MMIF	22	Cytokines
MLN	4295	motilin	MGC138519	6	Cytokines
MSTN	2660	myostatin	GDF8	2	Cytokines
NAMPT	10135	nicotinamide phosphoribosyltransferase	1110035O14Rik|DKFZp666B131|MGC117256|PBEF|PBEF1|VF|VISFATIN	7	Cytokines
NDP	4693	Norrie disease (pseudoglioma)	EVR2|FEVR|ND	X	Cytokines
NENF	29937	neuron derived neurotrophic factor	CIR2|NEUDESIN|SCIRP10|SPUF	1	Cytokines
NGF	4803	nerve growth factor (beta polypeptide)	Beta-NGF|HSAN5|MGC161426|MGC161428|NGFB	1	Cytokines
NMB	4828	neuromedin B	MGC17211|MGC2277|MGC3936	15	Cytokines
NODAL	4838	nodal homolog (mouse)	MGC138230	10	Cytokines
NOV	4856	nephroblastoma overexpressed gene	CCN3|IGFBP9	8	Cytokines
NPFF	8620	neuropeptide FF-amide peptide precursor	FMRFAL	12	Cytokines
NPPA	4878	natriuretic peptide precursor A	ANF|ANP|ATFB6|CDD-ANF|PND	1	Cytokines
NPPB	4879	natriuretic peptide precursor B	BNP	1	Cytokines
NPPC	4880	natriuretic peptide precursor C	CNP	2	Cytokines
NPY	4852	neuropeptide Y	PYY4	7	Cytokines
NRG1	3084	neuregulin 1	ARIA|GGF|GGF2|HGL|HRG|HRG1|HRGA|NDF|SMDF	8	Cytokines
NRG2	9542	neuregulin 2	Don-1|HRG2|NTAK	5	Cytokines
NRG3	10718	neuregulin 3	HRG3|pro-NRG3	10	Cytokines
NRG4	145957	neuregulin 4	DKFZp779N0541|DKFZp779N1944|HRG4	15	Cytokines
NRTN	4902	neurturin	NTN	19	Cytokines
NTF3	4908	neurotrophin 3	HDNF|MGC129711|NGF-2|NGF2|NT3	12	Cytokines
NTF4	4909	neurotrophin 4	NT-4/5|NT4|NT5|NTF5	19	Cytokines
NTS	4922	neurotensin	NMN-125|NN|NT|NT/N|NTS1	12	Cytokines
NUDT6	11162	nudix (nucleoside diphosphate linked moiety X)-type motif 6	ASFGF2|FGF-2|FGF-AS|FGF2AS|bFGF|gfg|gfg-1	4	Cytokines
OGN	4969	osteoglycin	DKFZp586P2421|OG|OIF|SLRR3A	9	Cytokines
OSGIN1	29948	oxidative stress induced growth inhibitor 1	BDGI|OKL38	16	Cytokines
OSM	5008	oncostatin M	MGC20461	22	Cytokines
OSTN	344901	osteocrin	MUSCLIN	3	Cytokines
OXT	5020	"oxytocin, prepropeptide"	MGC126890|MGC126892|OT|OT-NPI	20	Cytokines
P11	8909	26 serine protease	MGC133268|PP11|PRSS26	12	Cytokines
PDGFA	5154	platelet-derived growth factor alpha polypeptide	PDGF-A|PDGF1	7	Cytokines
PDGFB	5155	platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)	FLJ12858|PDGF2|SIS|SSV|c-sis	22	Cytokines
PDGFC	56034	platelet derived growth factor C	FALLOTEIN|SCDGF	4	Cytokines
PDGFD	80310	platelet derived growth factor D	IEGF|MGC26867|MSTP036|SCDGF-B|SCDGFB	11	Cytokines
PDGFRA	5156	"platelet-derived growth factor receptor, alpha polypeptide"	CD140A|MGC74795|PDGFR2|Rhe-PDGFRA	4	Cytokines
PDGFRB	5159	"platelet-derived growth factor receptor, beta polypeptide"	CD140B|JTK12|PDGF-R-beta|PDGFR|PDGFR1	5	Cytokines
PDGFRL	5157	platelet-derived growth factor receptor-like	PDGRL|PRLTS	8	Cytokines
PDYN	5173	prodynorphin	MGC26418|PENKB	20	Cytokines
PENK	5179	proenkephalin	-	8	Cytokines
PF4	5196	platelet factor 4	CXCL4|MGC138298|SCYB4	4	Cytokines
PF4V1	5197	platelet factor 4 variant 1	CXCL4L1|CXCL4V1|PF4-ALT|PF4A|SCYB4V1	4	Cytokines
PGF	5228	placental growth factor	D12S1900|PGFL|PLGF|PlGF-2|SHGC-10760	14	Cytokines
PLAU	5328	"plasminogen activator, urokinase"	ATF|UPA|URK|u-PA	10	Cytokines
PMCH	5367	pro-melanin-concentrating hormone	MCH	12	Cytokines
PNOC	5368	prepronociceptin	PPNOC	8	Cytokines
POMC	5443	proopiomelanocortin	ACTH|CLIP|LPH|MSH|NPP|POC	2	Cytokines
PPBP	5473	pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)	B-TG1|Beta-TG|CTAP-III|CTAP3|CTAPIII|CXCL7|LA-PF4|LDGF|MDGF|NAP-2|PBP|SCYB7|TC1|TC2|TGB|TGB1|THBGB|THBGB1	4	Cytokines
PPBPL1	728045	pro-platelet basic protein-like 1	TGB2	4	Cytokines
PPBPL2	10895	pro-platelet basic protein-like 2	SPBPBP	4	Cytokines
PPY	5539	pancreatic polypeptide	PNP	17	Cytokines
PRL	5617	prolactin	-	6	Cytokines
PRLH	51052	prolactin releasing hormone	PRH|PRRP	2	Cytokines
PROK1	84432	prokineticin 1	EGVEGF|PK1|PRK1	1	Cytokines
PROK2	60675	prokineticin 2	BV8|KAL4|MIT1|PK2	3	Cytokines
PSPN	5623	persephin	PSP	19	Cytokines
PTH	5741	parathyroid hormone	PTH1	11	Cytokines
PTH2	113091	parathyroid hormone 2	TIP39	19	Cytokines
PTHLH	5744	parathyroid hormone-like hormone	HHM|MGC14611|PLP|PTHR|PTHRP	12	Cytokines
PTN	5764	pleiotrophin	HARP|HBGF8|HBNF|NEGF1	7	Cytokines
PYY	5697	peptide YY	PYY1	17	Cytokines
QRFP	347148	pyroglutamylated RFamide peptide	26RFa|MGC119794|P518	9	Cytokines
RABEP1	9135	"rabaptin, RAB GTPase binding effector protein 1"	RAB5EP|RABPT5	17	Cytokines
RABEP2	79874	"rabaptin, RAB GTPase binding effector protein 2"	FLJ23282|FRA	16	Cytokines
REG1A	5967	regenerating islet-derived 1 alpha	ICRF|MGC12447|P19|PSP|PSPS|PSPS1|PTP|REG	2	Cytokines
RETN	56729	resistin	ADSF|FIZZ3|MGC126603|MGC126609|RETN1|RSTN|XCP1	19	Cytokines
RETNLB	84666	resistin like beta	FIZZ1|FIZZ2|HXCP2|RELM-beta|RELMb|RELMbeta|XCP2	3	Cytokines
RLN1	6013	relaxin 1	H1|RLXH1|bA12D24.3.1|bA12D24.3.2	9	Cytokines
RLN2	6019	relaxin 2	H2|RLXH2|bA12D24.1.1|bA12D24.1.2	9	Cytokines
RLN3	117579	relaxin 3	H3|RXN3|ZINS4|insl7	19	Cytokines
RNASE2	6036	"ribonuclease, RNase A family, 2 (liver, eosinophil-derived neurotoxin)"	EDN|RNS2	14	Cytokines
S100A6	6277	S100 calcium binding protein A6	2A9|5B10|CABP|CACY|PRA	1	Cytokines
SAA1	6288	serum amyloid A1	MGC111216|PIG4|SAA|TP53I4	11	Cytokines
SAA2	6289	serum amyloid A2	-	11	Cytokines
SBDS	51119	Shwachman-Bodian-Diamond syndrome	CGI-97|FLJ10917|SDS|SWDS	7	Cytokines
SCG2	7857	secretogranin II (chromogranin C)	CHGC|SN|SgII	2	Cytokines
SCGB3A1	92304	"secretoglobin, family 3A, member 1"	HIN-1|HIN1|LU105|MGC87867|PnSP-2|UGRP2	5	Cytokines
SCT	6343	secretin	-	11	Cytokines
SCYE1	9255	"small inducible cytokine subfamily E, member 1 (endothelial monocyte-activating)"	AIMP1|EMAP2|EMAPII|p43	4	Cytokines
SECTM1	6398	secreted and transmembrane 1	K12	17	Cytokines
SEMA3A	10371	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A"	Hsema-I|Hsema-III|MGC133243|SEMA1|SEMAD|SEMAIII|SEMAL|SemD|coll-1	7	Cytokines
SEMA3B	7869	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B"	FLJ34863|LUCA-1|SEMA5|SEMAA|SemA|semaV	3	Cytokines
SEMA3C	10512	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C"	SEMAE|SemE	7	Cytokines
SEMA3D	223117	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D"	MGC39708|Sema-Z2|coll-2	7	Cytokines
SEMA3E	9723	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E"	KIAA0331|M-SEMAH|M-SemaK|SEMAH|coll-5	7	Cytokines
SEMA3F	6405	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F"	SEMA-IV|SEMA4|SEMAK	3	Cytokines
SEMA3G	56920	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G"	FLJ00014|MGC119473|sem2	3	Cytokines
SEMA4A	64218	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A"	CORD10|FLJ12287|RP35|SEMAB|SEMB	1	Cytokines
SEMA4B	10509	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B"	KIAA1745|MGC131831|SEMAC|SemC	15	Cytokines
SEMA4C	54910	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C"	FLJ20369|KIAA1739|M-SEMA-F|MGC126382|MGC126383|SEMACL1|SEMAF|SEMAI	2	Cytokines
SEMA4D	10507	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D"	C9orf164|CD100|FLJ33485|FLJ34282|FLJ39737|FLJ46484|M-sema-G|MGC169138|MGC169141|SEMAJ|coll-4	9	Cytokines
SEMA4F	10505	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F"	M-SEMA|PRO2353|SEMAM|SEMAW|m-Sema-M	2	Cytokines
SEMA4G	57715	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G"	FLJ20590|KIAA1619|MGC102867	10	Cytokines
SEMA5A	9037	"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A"	FLJ12815|SEMAF|semF	5	Cytokines
SEMA5B	54437	"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B"	FLJ10372|KIAA1445|SEMAG|SemG	3	Cytokines
SEMA6A	57556	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A"	HT018|KIAA1368|SEMA|SEMA6A1|SEMAQ|VIA	5	Cytokines
SEMA6B	10501	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B"	SEM-SEMA-Y|SEMA-VIB|SEMAN|semaZ	19	Cytokines
SEMA6C	10500	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C"	SEMAY|m-SemaY|m-SemaY2	1	Cytokines
SEMA6D	80031	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D"	FLJ11598|KIAA1479	15	Cytokines
SEMA7A	8482	"semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)"	CD108|CDw108|H-SEMA-K1|H-Sema-L|JMH|MGC126692|MGC126696|SEMAK1|SEMAL	15	Cytokines
SLIT1	6585	slit homolog 1 (Drosophila)	MEGF4|MGC164811|SLIL1|SLIT3|Slit-1	10	Cytokines
SLIT2	9353	slit homolog 2 (Drosophila)	FLJ14420|SLIL3|Slit-2	4	Cytokines
SLURP1	57152	secreted LY6/PLAUR domain containing 1	ANUP|ARS|ArsB|LY6LS|MDM	8	Cytokines
SPP1	6696	secreted phosphoprotein 1	BNSP|BSPI|ETA-1|MGC110940|OPN	4	Cytokines
SST	6750	somatostatin	SMST	3	Cytokines
STC1	6781	stanniocalcin 1	STC	8	Cytokines
STC2	8614	stanniocalcin 2	STC-2|STCRP	5	Cytokines
TAC1	6863	"tachykinin, precursor 1"	Hs.2563|NK2|NKNA|NPK|TAC2	7	Cytokines
TDGF1	6997	teratocarcinoma-derived growth factor 1	CR|CRGF|CRIPTO|Cripto-1	3	Cytokines
TDGF3	6998	"teratocarcinoma-derived growth factor 3, pseudogene"	CR-3|CRIPTO|CRIPTO-3|TDGF1|TDGF2	X	Cytokines
TG	7038	thyroglobulin	AITD3|TGN	8	Cytokines
TGFA	7039	"transforming growth factor, alpha"	TFGA	2	Cytokines
TGFB1	7040	"transforming growth factor, beta 1"	CED|DPD1|TGFB|TGFbeta	19	Cytokines
TGFB2	7042	"transforming growth factor, beta 2"	MGC116892|TGF-beta2	1	Cytokines
TGFB3	7043	"transforming growth factor, beta 3"	ARVD|FLJ16571|TGF-beta3	14	Cytokines
THPO	7066	thrombopoietin	MGC163194|MGDF|MKCSF|ML|MPLLG|TPO	3	Cytokines
TNC	3371	tenascin C	HXB|MGC167029|TN	9	Cytokines
TNF	7124	"tumor necrosis factor (TNF superfamily, member 2)"	DIF|TNF-alpha|TNFA|TNFSF2	6	Cytokines
TNFRSF11B	4982	"tumor necrosis factor receptor superfamily, member 11b"	MGC29565|OCIF|OPG|TR1	8	Cytokines
TNFSF10	8743	"tumor necrosis factor (ligand) superfamily, member 10"	APO2L|Apo-2L|CD253|TL2|TRAIL	3	Cytokines
TNFSF11	8600	"tumor necrosis factor (ligand) superfamily, member 11"	CD254|ODF|OPGL|OPTB2|RANKL|TRANCE|hRANKL2|sOdf	13	Cytokines
TNFSF12	8742	"tumor necrosis factor (ligand) superfamily, member 12"	APO3L|DR3LG|MGC129581|MGC20669|TWEAK	17	Cytokines
TNFSF13	8741	"tumor necrosis factor (ligand) superfamily, member 13"	APRIL|CD256|TALL2|TRDL-1|UNQ383/PRO715|ligand	17	Cytokines
TNFSF13B	10673	"tumor necrosis factor (ligand) superfamily, member 13b"	BAFF|BLYS|CD257|DTL|TALL-1|TALL1|THANK|TNFSF20|ZTNF4	13	Cytokines
TNFSF14	8740	"tumor necrosis factor (ligand) superfamily, member 14"	CD258|HVEML|LIGHT|LTg|TR2	19	Cytokines
TNFSF15	9966	"tumor necrosis factor (ligand) superfamily, member 15"	MGC129934|MGC129935|TL1|TL1A|VEGI|VEGI192A	9	Cytokines
TNFSF18	8995	"tumor necrosis factor (ligand) superfamily, member 18"	AITRL|GITRL|MGC138237|TL6|hGITRL	1	Cytokines
TNFSF4	7292	"tumor necrosis factor (ligand) superfamily, member 4"	CD134L|CD252|GP34|OX-40L|OX4OL|TXGP1	1	Cytokines
TNFSF8	944	"tumor necrosis factor (ligand) superfamily, member 8"	CD153|CD30L|CD30LG|MGC138144	9	Cytokines
TNFSF9	8744	"tumor necrosis factor (ligand) superfamily, member 9"	4-1BB-L|CD137L	19	Cytokines
TOR2A	27433	"torsin family 2, member A"	FLJ14771|MGC99558|TORP1	9	Cytokines
TRH	7200	thyrotropin-releasing hormone	MGC125964|MGC125965	3	Cytokines
TSHB	7252	"thyroid stimulating hormone, beta"	CHNG4|TSH-BETA	1	Cytokines
TSLP	85480	thymic stromal lymphopoietin	-	5	Cytokines
TXLNA	200081	taxilin alpha	DKFZp451J0118|IL14|MGC118870|MGC118871|RP4-622L5.4|TXLN	1	Cytokines
TYMP	1890	thymidine phosphorylase	ECGF1|MNGIE|PDECGF|TP|hPD-ECGF	22	Cytokines
UCN	7349	urocortin	MGC129974|MGC129975|UI|UROC	2	Cytokines
UCN2	90226	urocortin 2	SRP|UCN-II|UCNI|UR|URP	3	Cytokines
UCN3	114131	urocortin 3 (stresscopin)	MGC119002|SCP|SPC|UCNIII	10	Cytokines
UTS2	10911	urotensin 2	PRO1068|U-II|UCN2|UII	1	Cytokines
UTS2D	257313	urotensin 2 domain containing	MGC138371|U2B|URP	3	Cytokines
VEGFA	7422	vascular endothelial growth factor A	MGC70609|MVCD1|VEGF|VEGF-A|VPF	6	Cytokines
VEGFB	7423	vascular endothelial growth factor B	VEGFL|VRF	11	Cytokines
VEGFC	7424	vascular endothelial growth factor C	Flt4-L|VRP	4	Cytokines
VGF	7425	VGF nerve growth factor inducible	-	7	Cytokines
VIP	7432	vasoactive intestinal peptide	MGC13587|PHM27	6	Cytokines
XCL1	6375	chemokine (C motif) ligand 1	ATAC|LPTN|LTN|SCM-1|SCM-1a|SCM1|SCYC1	1	Cytokines
XCL2	6846	chemokine (C motif) ligand 2	SCM-1b|SCM1B|SCYC2	1	Cytokines
ACVR1B	91	"activin A receptor, type IB"	ACTRIB|ACVRLK4|ALK4|SKR2	12	Cytokine_Receptors
ACVR1C	130399	"activin A receptor, type IC"	ACVRLK7|ALK7	2	Cytokine_Receptors
ACVR2A	92	"activin A receptor, type IIA"	ACTRII|ACVR2	2	Cytokine_Receptors
ACVR2B	93	"activin A receptor, type IIB"	ACTRIIB|ActR-IIB|MGC116908	3	Cytokine_Receptors
ACVRL1	94	activin A receptor type II-like 1	ACVRLK1|ALK-1|ALK1|HHT|HHT2|ORW2|SKR3|TSR-I	12	Cytokine_Receptors
ADCYAP1R1	117	adenylate cyclase activating polypeptide 1 (pituitary) receptor type I	PAC1|PACAPR|PACAPRI	7	Cytokine_Receptors
ADIPOR1	51094	adiponectin receptor 1	ACDCR1|CGI-45|CGI45|FLJ25385|FLJ42464|PAQR1|TESBP1A	1	Cytokine_Receptors
ADIPOR2	79602	adiponectin receptor 2	ACDCR2|FLJ21432|MGC4640|PAQR2	12	Cytokine_Receptors
ADRB1	153	"adrenergic, beta-1-, receptor"	ADRB1R|B1AR|BETA1AR|RHR	10	Cytokine_Receptors
ADRB2	154	"adrenergic, beta-2-, receptor, surface"	ADRB2R|ADRBR|B2AR|BAR|BETA2AR	5	Cytokine_Receptors
AGTR1	185	"angiotensin II receptor, type 1"	AG2S|AGTR1A|AGTR1B|AT1|AT1B|AT1R|AT2R1|AT2R1A|AT2R1B|HAT1R	3	Cytokine_Receptors
AGTR2	186	"angiotensin II receptor, type 2"	AT2|ATGR2|MRX88	X	Cytokine_Receptors
AMHR2	269	"anti-Mullerian hormone receptor, type II"	AMHR|MISR2|MISRII	12	Cytokine_Receptors
ANGPT1	284	angiopoietin 1	AGP1|AGPT|ANG1	8	Cytokine_Receptors
ANGPT4	51378	angiopoietin 4	AGP4|ANG-3|ANG4|MGC138181|MGC138183	20	Cytokine_Receptors
ANGPTL1	9068	angiopoietin-like 1	ANG3|ANGPT3|ARP1|AngY|KIAA0351|UNQ162|dJ595C2.2	1	Cytokine_Receptors
ANGPTL2	23452	angiopoietin-like 2	ARP2|HARP|MGC8889	9	Cytokine_Receptors
ANGPTL3	27329	angiopoietin-like 3	ANGPT5	1	Cytokine_Receptors
ANGPTL4	51129	angiopoietin-like 4	ANGPTL2|ARP4|FIAF|HFARP|NL2|PGAR|pp1158	19	Cytokine_Receptors
ANGPTL6	83854	angiopoietin-like 6	AGF|ARP5	19	Cytokine_Receptors
APLNR	187	apelin receptor	AGTRL1|APJ|APJR|FLJ90771|MGC45246	11	Cytokine_Receptors
AR	367	androgen receptor	AIS|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	X	Cytokine_Receptors
AVPR1A	552	arginine vasopressin receptor 1A	AVPR1	12	Cytokine_Receptors
AVPR1B	553	arginine vasopressin receptor 1B	AVPR3	1	Cytokine_Receptors
AVPR2	554	arginine vasopressin receptor 2	ADHR|DI1|DIR|DIR3|MGC126533|MGC138386|NDI|V2R	X	Cytokine_Receptors
BMPR1A	657	"bone morphogenetic protein receptor, type IA"	10q23del|ACVRLK3|ALK3|CD292|SKR5	10	Cytokine_Receptors
BMPR1B	658	"bone morphogenetic protein receptor, type IB"	ALK-6|ALK6|CDw293	4	Cytokine_Receptors
BMPR2	659	"bone morphogenetic protein receptor, type II (serine/threonine kinase)"	BMPR-II|BMPR3|BMR2|BRK-3|FLJ41585|FLJ76945|PPH1|T-ALK	2	Cytokine_Receptors
BRD8	10902	bromodomain containing 8	SMAP|SMAP2|p120	5	Cytokine_Receptors
C3AR1	719	complement component 3a receptor 1	AZ3B|C3AR|HNFAG09	12	Cytokine_Receptors
C5AR1	728	complement component 5a receptor 1	C5A|C5AR|C5R1|CD88	19	Cytokine_Receptors
CALCR	799	calcitonin receptor	CRT|CTR|CTR1	7	Cytokine_Receptors
CALCRL	10203	calcitonin receptor-like	CGRPR|CRLR	2	Cytokine_Receptors
CCBP2	1238	chemokine binding protein 2	CCR10|CCR9|CMKBR9|D6|MGC126678|MGC138250|hD6	3	Cytokine_Receptors
CCR1	1230	chemokine (C-C motif) receptor 1	CD191|CKR-1|CKR1|CMKBR1|HM145|MIP1aR|SCYAR1	3	Cytokine_Receptors
CCR10	2826	chemokine (C-C motif) receptor 10	GPR2	17	Cytokine_Receptors
CCR3	1232	chemokine (C-C motif) receptor 3	CC-CKR-3|CD193|CKR3|CMKBR3|MGC102841	3	Cytokine_Receptors
CCR4	1233	chemokine (C-C motif) receptor 4	CC-CKR-4|CD194|CKR4|CMKBR4|ChemR13|HGCN:14099|K5-5|MGC88293	3	Cytokine_Receptors
CCR5	1234	chemokine (C-C motif) receptor 5	CC-CKR-5|CCCKR5|CD195|CKR-5|CKR5|CMKBR5|FLJ78003|IDDM22	3	Cytokine_Receptors
CCR6	1235	chemokine (C-C motif) receptor 6	BN-1|CD196|CKR-L3|CKR6|CKRL3|CMKBR6|DCR2|DRY-6|GPR-CY4|GPR29|GPRCY4|STRL22	6	Cytokine_Receptors
